text	label
2 0 2 9 9 7 5   X - H M   1 5   B T K[SEP]	788
2 0 6 4 1 8 0   K M M B T   3 0 2[SEP]	331
1 9 2 7 7 9 2   1 1 1 5 7   A R T   V I N Y L   W E I S S   S C H A L L P L A T T E N R A H M E N[SEP]Musikgeschmack, den man sehen kann! Guten Musikgeschmack kann man nicht nur hören. Schallplattencover sind oft kleine Kunstwerke. Über Jahre gesammelt, fristen die Cover der guten Stücke jedoch ein Dasein in der Plattenbox oder im Regal. Mit den cleveren Play & Display Flip Frames von Art Vinyl kann sich Ihr Musikgeschmack jetzt sehen lassen.Die Play & Display Flip Frames in weiß...Egal, ob es die Hülle der Lieblings-Schallplatte ist oder gleich eine ganze Reihe von Alben – mit den Clip-Rahmen von Art Vinyl präsentieren Sie Freunden und Bekannten Ihre Lieblingsstücke in einer eigenen kleinen Kunstausstellung.Sekundenschnell und mit einem einfachen Handgriff lassen sich die Cover im Rahmen befestigen – und genauso schnell wieder abnehmen, wenn Sie die Platte hören möchten. Der Schallplattenrahmen bleibt dann an der Wand. Unterschiedlich dicke Hüllen gleichen die Rahmen dabei problemlos aus.Und wenn Sie zur Lieblingsmusik noch Erinnerungsstücke zeigen möchten: Die Rahmen eignen sich genauso gut für T-Shirts, Plakate, Tickets oder andere Konzerterinnerungen. [SEP] 	257
1 8 0 3 4 5 3   T C U   6 0   B L A C K / S I L V E R[SEP]Boombox mit Toploading CD-Player und USB-Anschluss für MP3-Wiedergabe [SEP] 	307
1 9 4 4 6 1 2   D D X   3 0 1 5[SEP]Der Kenwood DDX3015 verfügt über einen 15,7 cm großen hochauflösenden Touchscreen-Monitor zur Steuerung aller Gerätefunktionen. An Bord befinden sich neben dem High Performance Tuner für UKW/MW/LW und einem CD-/DVD-Laufwerk ein rückseitiger USB-Port für den Anschluss von Speichermedien einschließlich voller iPod-Unterstützung. Selbstverständlich lassen sich darüber hinaus auch andere Videoquellen inklusive einer Rückfahrkamera sowie analoge Tonsignale in den Kenwood Moniceiver einspeisen. Und damit jeder Autofahrer seine drei individuell meistgenutzten Quellen – z.B. Radio, iPod/iPhone und CD – möglichst schnell und bequem starten kann, lassen sich die entsprechenden Symbole nach Wunsch im Hauptmenü platzieren und direkt per Fingertipp anwählen. [SEP] 	331
1 2 4 5 3 9 4   R R C D   1 3 5 0   M P 3   B L A U[SEP]	307
1 8 7 9 5 2 5   R X - A   8 4 0   S C H W A R Z[SEP]Beste Audioqualität liefert der 7.2-Kanal Wi-Fi AVENTAGE Netzwerk AV-Receiver. Er unterstützt die neueste HDMI-Version mit 4K 50/60p, sowie innovative Features wie CINEMA DSP 3D, YPAO Volume und Anti Resonance Technologie.<header></header><header>4K Ultra HD Pass-Through und Upscaling; aktuellste HDMI-Version</header><body>Die HDMI-Ein- und Ausgänge des AV-Receivers unterstützen 4K Ultra HD Video Image Pass-Through. Zusätzlich ist eine 4K Ultra HD Hochskalierung von Bildern niedriger Auflösung möglich. Eine Kompatibilität mit den neuesten Super High Res Videoformaten ist dadurch gegeben.</body><header></header><header>Unbegrenzte Anschlussmöglichkeiten dank integriertem Wi-Fi</header><body>Dank integriertem Wi-Fi können Sie eine direkte Verbindung zu Ihrem heimischen WLAN-Router herstellen und Systemverbindungen erheblich vereinfachen. Netzwerk-Audio und Musik Streamingdienste können Sie ebenfalls genießen. Wenn kein Wi-Fi Router verfügbar ist, können Sie dank der Wireless Direct-Funktion nicht nur Musik direkt von Ihrem Smartphone oder Tablet streamen, sondern auch Ihren Receiver mit der AV Controller-App steuern.</body><header>Netzwerkfunktionen</header><body>Der AV-Receiver unterstützt eine Auswahl an Netzwerkfunktionen und ermöglicht Ihnen den Zugriff auf zusätzliche Quellen. Sie können den Receiver mit Ihrem Heimnetzwerk verbinden, um Internetradio, Napster®, Spotify®, zu nutzen. Die Steuerung über einen Web Browser ist möglich. Mithilfe der neuen AV Controller App können Sie auch mit Ihrem iPod, iPhone, iPad oder Android-Gerät diverse Funktionen des Receivers steuern.</body> [SEP] 	237
1 7 4 8 5 8 9   S R   4 3 5 3   R O T - S C H W A R Z[SEP]	307
1 6 6 5 9 7 1   R C R   4 6 2 5   C D / R D   R O T[SEP]Radiorecorder [SEP] Stereo Boomboxmit CD und Kassette [SEP] 	307
1 8 5 8 2 3 0   A V R - X   1 1 0 0   W   B K E 2   S C H W A R Z[SEP]Der 7.2-Kanal-Netzwerk-Receiver AVR-X1100W ist mit Technologien der AV-Spitzenmodelle von Denon ausgestattet und gewährleistet so ein hervorragendes Preis-Leistungsverhältnis. Sieben Kanäle mit je 145 Watt und die jahrelange Erfahrung der AudioIngenieure in der Entwicklung von Verstärkern sorgen für kraftvollen, kontrollierten und besonders detaillierten Sound. Neben der hochwertigen Klangqualität warten die AV-Receiver der diesjährigen X-Serie mit zahlreichen Anschlussmöglichkeiten auf. Schon das Einstiegsmodell ist mit Bluetooth sowie integriertem WLAN für eine einfache Verbindung mit dem Heimnetzwerk ausgestattet.Einmal angeschlossen bietet der AVR-X1100W nahezu unbegrenzte Optionen bei der Auswahl der Musikquellen und Wiedergabeformate. Benutzer können eigene Musik von Apple iDevices über AirPlay streamen oder auf Musikbibliotheken auf DLNA-kompatiblen Geräten wie NAS-Geräten zugreifen. Dabei werden neben MP3, WMA und AAC auch verlustfreie Formate wie ALAC bis zu 24 Bit/96 kHz sowie WAV, AIFF und FLAC bis zu 24 Bit/192 kHzmit Gapless Playback unterstützt. Auch die in audiophilen Kreisen beliebten DSD-Dateien werden via Netzwerk von kompatiblen Medienservern in bester Qualität wiedergegeben. Darüber hinaus stehen tausende von Internet-Radiosendern bereit sowie  das Musikangebot von Spotify über das neue Spotify Connect (Abonnement erforderlich). Für optimalen Komfort können über denUSB-Anschluss auf der Vorderseite sowohl USB-Speichergeräte als auch iDevices angeschlossen werden, um Musik wiederzugeben und die Mobilgeräte dabei aufzuladen. Zur Steuerung alldieser Funktionen steht die Denon Remote App für iOS, Android und Kindle Fire zur Verfügung. 4K Ultra HD 60Hz Pass-through; 04:04:04 Pure Color Sub-Sampling-Pass-Through mit 6 HDMI-Eingängen, können Sie mit dem AVR-X1100W mehrere HDMI-Quellen verbinden. Die Blu-ray und Game-Eingänge unterstützt 4K Ultra HD 60 Hz und 04:04:04 Pure Color VideoPass-Through, eine Funktion der neuesten HDMI-Spezifikation.Die AVR-X1100W Video-Verarbeitung ist auch voll kompatibel mit 3D-Inhalten. Eingebautes  Bluetooth, Wi-Fi und AirPlay sowie DLNA-Streaming viele tragbare Geräte sind heute mit Bluetooth ausgestattet. Mit der integrierten Bluetooth-Verbindungsmöglichkeit des AVR-X1100W können Sie Ihre Lieblings-Audio-Tracks von bis zu 8 Bluetooth-fähigen Geräte wie Smartphones, tragbare  Audio Player und Tablets übertragen. Mit der integrierten Wi-Fi-Technologie des AVR-X1100W stellen sie die Verbindung zum Internet über Ihren Heimnetzwerk her und erleben eine Welt von Musik aus dem Internet Radio sowie Streaming-Abo-Service wie Spotify über das Neueste Spotify  Connect Verfahren, mit AirPlay genießen Sie ihre Lieblingsmusik drahtlos von Ihrem tragbaren iOS Gerät, einschließlich iPhone, iPod und iPad.Mit DLNA 1,5 Zertifikat können Sie an Ihren PC oder Mac über das Heimnetzwerkverbinden  rahtlos zusätzliche StreamingFunktionen nutzen wie Windows play to. Die Denon Fernbedienungs-APP lässt sie den AVR- X1100W mit Ihrem mobilen Steuerungsgerät von Apple und Android sowie dem Kindle Fire verbinden und steuern. Praktischer USB-Eingang. Verbinden Sie Ihren Apple iPod, iPod touch oder iPad mit dem AVR-X1100W über den komfortablen Front-USB-Eingang und hören Sie Ihre Lieblings Musikstücke gleichzeitig während des Ladevorgangs Ihres Gerätes. Leistungsstarke diskreter 7-Kanal erstärker mit Eco-Modus. Der AVR-X1100W liefert hohe Leistung und wird bei einer maximalen Leistung von 145 Watt pro Kanal gemessen. Er verfügt übereine fortschritliche Auto Eco-Funktion, diese stellt die maximal verfügbare Netzteil-Leistung entsprechend dem abgefragtem Volumen zur verfügung, per On-Screen-Eco-Meter können Sie jederzeit nachsehen wie hoch der aktuelle Stromverbrauch und Eco-Status ist.Für die Kompatibilität mit einer breiten Palette von Lautsprechermodelle, ist der AVR-X1100W auch mit niedrigen Impedanzen ausgestattet. Besonders mit 4 Ohm Lautsprechern verfügt er über eine hohe Betriebsstabilität. Audyssey MultEQ XT integriert Denon war der erste A/V- Hersteller der mit Audyssey erweiterte DSP-Audio-Verarbeitung angeboten hat. Der AVR-X1100W  Funktionen bietet mit Audyssey leistungsstarke DSP-Funktionen, einschließlich MultEQ XT  Raumakustik-Mess-und DSP-Korrektur. [SEP] 	252
2 0 7 9 1 0 3   2 5 4 3 5   F L X P 5 F S 1 0 2 3   S W   S T A N D F U S S   P L A Y : 5   2 G E N[SEP]Für jeden SONOS Player den passenden Standfuß.Unsere Standfüße heben Euren Player auf die perfekte Hörhöhe und entkoppeln ihn dazu vom Boden. Dadurch werden Vibrationen minimiert und der Klang verbessert. [SEP] Positioniere Deinen neuen PLAY:5 auf die ideale Höhe um Musik zu hören. Er ist schnell und einfach zu montieren, zudem ist unser bewährter Kabelkanal auf der Rückseite zu finden. DER FLEXSON VORTEIL:-einfacher Aufbau und Montage-Die Höhe beträgt 762mm Unterkante Lautsprecher-Bodenplatte 370mm x 270mm-in schwarz oder weiß erhältlich-Cleveres Kabelmanagement-Designed and manufactured in the UK [SEP] 	269
2 0 2 9 9 7 7   X - H M   1 5   B T S[SEP]Micro HiFi System mit Bluetooth und USB [SEP] 	788
2 1 0 0 3 6 0   S 2 C D J Y - 5 2 3   H E A D S E T   M E T H O D   I N - E A R   W / M I C   1   B L A C K / S W I[SEP]Headset Skullcandy METHOD IN-EAR W/MIC 1 BLACK/SWIRL/COOLGRAY [SEP] Mit METHOD von Skullcandy erleben Sie die perfekte Verbindung von Komfort und Stabilität - speziell für den aktiven Nutzer entwickelt! Die sichere Passform, bequem und komplett neu gestaltet, lässt Sie kaum merken, dass Sie sie tragen. Und das bei jeder Aktivität, egal ob Sie Laufen, Trainieren oder Schwitzen! Die speziell entwickelte Sticky-Gel-Technologie erhöht den super sicheren Sitz des Headsets und steigert die optimale Ohrpositionierung. Method-In-Ear verfügt über Supreme-Sound-Technologie mit ausdrucksvollen und starken Bässen. Warmer, natürlicher Gesang und präzise Höhen zeichnen dieses Headset aus.Skullcandy Method verfügt zusätzlich über ein Inline-Mikrofon, und egal was Sie tun, behalten Sie so die Kontrolle über Musik und Anrufe! Method ist der Schlüssel zu großen Sound, einer gemütlichen und zuverlässigen Passform, und fühlt sich nicht nur toll an - sie klingen auch noch besser.Features:- Headset mit vergoldetem 3,5 mm Klinkenstecker- Super sicherer Sitz und schweißresistent- Silikon-Kissen ausgestattet mit Pure-Clean Gel- Supreme-Sound-Technologie- Inline-Mikrofon- Sport-Performance Design [SEP] <body>Mit METHOD von Skullcandy erleben Sie die perfekte Verbindung von Komfort und Stabilität - speziell für den aktiven Nutzer entwickelt! Die sichere Passform, bequem und komplett neu gestaltet, lässt Sie kaum merken, dass Sie sie tragen. Und das bei jeder Aktivität, egal ob Sie Laufen, Trainieren oder Schwitzen! Die speziell entwickelte Sticky-Gel-Technologie erhöht den super sicheren Sitz des Headsets und steigert die optimale Ohrpositionierung. Method-In-Ear verfügt über Supreme-Sound-Technologie mit ausdrucksvollen und starken Bässen. Warmer, natürlicher Gesang und präzise Höhen zeichnen dieses Headset aus.</body><body>Skullcandy Method verfügt zusätzlich über ein Inline-Mikrofon, und egal was Sie tun, behalten Sie so die Kontrolle über Musik und Anrufe! Method ist der Schlüssel zu großen Sound, einer gemütlichen und zuverlässigen Passform, und fühlt sich nicht nur toll an - sie klingen auch noch besser.</body><header>Features:</header><body>- Headset mit vergoldetem 3,5 mm Klinkenstecker</body><body>- Super sicherer Sitz und schweißresistent</body><body>- Silikon-Kissen ausgestattet mit Pure-Clean Gel</body><body>- Supreme-Sound-Technologie</body><body>- Inline-Mikrofon</body><body>- Sport-Performance Design</body> [SEP] 	749
1 5 4 8 2 0 7   S O U N D   2 0 0   S C H W A R Z[SEP]	308
1 7 1 6 4 4 7   S C D   2 1 0 0   P I[SEP]	307
1 8 7 5 4 4 9   R X - A   2 0 4 0   S C H W A R Z[SEP]9.2-Kanal Wi-Fi AVENTAGE AV-Receiver mit audiophiler Leistung!Das Powerpaket unterstützt 4K 50/60p, verfügt über eine HDMI Zonenumschaltung, einen symmetrischen Verstärkeraufbau, High-Resolution Audio und zwei hochwertige ESS DACs. [SEP] 	252
2 0 1 6 0 0 6   H E O S   3   S I L B E R / W E I S S[SEP]Heos 3 Audio-Streaming Lautsprecher Denon Multiroom (Spotify Connect, Deezer, Tidal, Soundcloud, NAS, WLAN, USB, Appsteuerung, Aux-In) weiß [SEP] Kompakt und VielseitigDer kompakte HEOS 3 Lautsprecher erzeugt einen raumfüllenden Klang für kleine und mittlere Räume. Oder Sie kombinieren zwei HEOS Drei-Lautsprecher zu einem perfekt synchronisierten Stereo-Paar und genießen besten Klang auch in größeren Räumen. Für besten Sound zeichnen zwei Vollbereichstreiber mit getrennten Class D-Endstufen und clevere DSP-Technologien verantwortlich. Genießen Sie das Musik-Streaming aus der Cloud oder von lokalen Dateien mit der intuitiven HEOS-App für iOS und Android, Gewindebohrung für einfache Wandbefestigung, Kompakte Größe für hochwertigen HiFi-Sound, Horizontal und vertikal aufstellbar, Hohe Ausgangsleistung trotz kompakter Größe, Steuerung aller Funktionen mit der kostenlosen HEOS App für iOS und Android, Streamen Sie Ihre Favoriten von Online-Musikdiensten wie Spotify, Napster, TuneIn, Tidal, Soundcloud und Deezer, Streamen Sie Musik von Ihrem iOS bzw. Android Smartphone oder Tablet, Musik von USB oder dem analogen AUX Klinken-Eingang kann auf einem oder mehreren HEOS Playern wiedergegeben werden, perfekt synchron, Ethernet-Buchse für eine kabelgebundene Netzwerkverbindung, Integriertes Dualband-WLAN-Modul(IEEE 802.11a/b/g/n auf 2,4 oder 5 GHz) für direkteWLAN-Verbindung zum Router ohne Zusatzgeräte, WLAN abschaltbar,In jedem Raum / Ihre Musik / Einfach geniessen / Für das Ganze HausGenießen Sie Ihre Musik in einem Raum oder in mehreren. Spielen Sie in bis zu sieben Räumen absolut synchron die gleiche Musik (Partymodus), oder verschiedene Musik in verschiedenen Räumen. Heos kann bis zu 32 Räume verwalten. Sie können jedem Heos Lautsprecher einen individuellen Namen geben und so direkt sehen, wo Sie Ihre Musik abspielen. Mit Heos haben Sie Zugriff auf alle Musikquellen: Streamen Sie Ihre Musik von Online-Diensten wie Spotify, Tidal, Soundcloud, Napster und Deezer. Hören Sie einen der über tausend Internetradiostationen, oder hören Sie sich Songs direkt von Ihrem Smartphone, Tablet.Spielen Sie eine unbegrenzte Anzahl von Musiktiteln von Ihrer dlna kompatiblen Netzwerkfestplatte. Natürlich können Sie auch an jedes HEOS Gerät eine externe Analog-Quelle wie z.B. einen CD-Player oder Plattenspieler* (*evtl. Phono-Vorverstärker notwendig) anschließen. Jeder Heos Lautsprecher verfügt darüber hinaus über einen USB-Eingang, an dem Sie entweder einen USB-Stick/USB Festplatten oder den mitgelieferten Bluetooth-Adapter anschließen können. Sie können diese Musik dann im ganzen Haus abspielen. Erstellen Sie eine eigene Playlist oder lassen Sie Ihre Freunde einen Partymix zusammenstellen. Durch Ihr persönliches Heos Konto können Sie individuelle Playlisten erstellen und doch mit der ganzen Familie auf Ihre Musik im Netzwerk zugreifen. Jeder Raum verdient ein eigenes Heos Produkt, so können Sie Musik in Ihrem ganzen Haus und Garten individuell oder auch gemeinsam steuern.  Einfache Einrichtung1. Heos anschliessen, 2. Laden Sie sich die kostenlose Heos App vom Amazon Store, Google Play Store oder Apple App Store auf Ihr Smartphone/Tablet, 3. Starten Sie die Heos App und Verbinden Sie sich mit Ihrem Heim-Netzwerk (Die Heos App leitet Sie schnell und einfach durch diesen Schritt), 4. Wählen Sie Ihre Musik, ..und schon geht es los!  ErweiterbarkeitDie HEOS Familie bietet Ihnen neben den HEOS Lautsprechern auch eine HEOS TV-Sound Lösung ( HEOS Home Cinema), sowie einen HEOS Verstärker (HEOS AMP), an den Sie Lautsprecher Ihrer Wahl betreiben können (In-Wall, Standlautsprechern Rgallaltsprecher, Außenlautsprecher...). Sollten Sie bereits eine Hifi-Anlage besitzen, können Sie diese über den separat erhältlichen Vorverstärker (HEOS Link) in das HEOS System einbinden. Besonders gut geht dies bei aktuellen Denon Stereo- und AV-Produkten, die Sie auch über die HEOS App einschalten, deren Quelle wählen und die Lautstärke regeln können. In der Verbindung zu einem ausgereiften Denon Heimkino ist somit HEOS die beste Wahl. Das HEOS System verfügt über Spotify Connect. So können Sie den vollen Umfang von Spotify nutzen und direkt aus der Spotify App auf Ihre HEOS Geräte zugreifen. Natürlich können Sie dann auf zuvor in der HEOS App gruppierten Räume im Partymodus abspielen oder während Sie Musik von Spotify spielen, weitere Gruppierungen in der HEOS App vornehmen.  Stereo-ParingDank audiophiler Synchronisation erzeugt die Kombination aus zwei HEOS Lautsprechern gleichen Typs ein perfektes Stereobild ohne Echoeffekt. Genießen Sie Ihre Musik somit auch in größeren Räumen mit einem perfekten Stereo-Klangbild.  [SEP] <header>Kompakt und Vielseitig</header><body>Der kompakte HEOS 3 Lautsprecher erzeugt einen raumfüllenden Klang für kleine und mittlere Räume. Oder Sie kombinieren zwei HEOS Drei-Lautsprecher zu einem perfekt synchronisierten Stereo-Paar und genießen besten Klang auch in größeren Räumen. Für besten Sound zeichnen zwei Vollbereichstreiber mit getrennten Class D-Endstufen und clevere DSP-Technologien verantwortlich. Genießen Sie das Musik-Streaming aus der Cloud oder von lokalen Dateien mit der intuitiven HEOS-App für iOS und Android, Gewindebohrung für einfache Wandbefestigung, Kompakte Größe für hochwertigen HiFi-Sound, Horizontal und vertikal aufstellbar, Hohe Ausgangsleistung trotz kompakter Größe, Steuerung aller Funktionen mit der kostenlosen HEOS App für iOS und Android, Streamen Sie Ihre Favoriten von Online-Musikdiensten wie Spotify, Napster, TuneIn, Tidal, Soundcloud und Deezer, Streamen Sie Musik von Ihrem iOS bzw. Android Smartphone oder Tablet, Musik von USB oder dem analogen AUX Klinken-Eingang kann auf einem oder mehreren HEOS Playern wiedergegeben werden, perfekt synchron, Ethernet-Buchse für eine kabelgebundene Netzwerkverbindung, Integriertes Dualband-WLAN-Modul(IEEE 802.11a/b/g/n auf 2,4 oder 5 GHz) für direkteWLAN-Verbindung zum Router ohne Zusatzgeräte, WLAN abschaltbar,</body><header>In jedem Raum / Ihre Musik / Einfach geniessen / Für das Ganze Haus</header><body>Genießen Sie Ihre Musik in einem Raum oder in mehreren. Spielen Sie in bis zu sieben Räumen absolut synchron die gleiche Musik (Partymodus), oder verschiedene Musik in verschiedenen Räumen. Heos kann bis zu 32 Räume verwalten. </body><body>Sie können jedem Heos Lautsprecher einen individuellen Namen geben und so direkt sehen, wo Sie Ihre Musik abspielen. Mit Heos haben Sie Zugriff auf alle Musikquellen: Streamen Sie Ihre Musik von Online-Diensten wie Spotify, Tidal, Soundcloud, Napster und Deezer. Hören Sie einen der über tausend Internetradiostationen, oder hören Sie sich Songs direkt von Ihrem Smartphone, Tablet.Spielen Sie eine unbegrenzte Anzahl von Musiktiteln von Ihrer dlna kompatiblen Netzwerkfestplatte. Natürlich können Sie auch an jedes HEOS Gerät eine externe Analog-Quelle wie z.B. einen CD-Player oder Plattenspieler* (*evtl. Phono-Vorverstärker notwendig) anschließen. Jeder Heos Lautsprecher verfügt darüber hinaus über einen USB-Eingang, an dem Sie entweder einen USB-Stick/USB Festplatten oder den mitgelieferten Bluetooth-Adapter anschließen können. Sie können diese Musik dann im ganzen Haus abspielen. Erstellen Sie eine eigene Playlist oder lassen Sie Ihre Freunde einen Partymix zusammenstellen. Durch Ihr persönliches Heos Konto können Sie individuelle Playlisten erstellen und doch mit der ganzen Familie auf Ihre Musik im Netzwerk zugreifen. </body><body>Jeder Raum verdient ein eigenes Heos Produkt, so können Sie Musik in Ihrem ganzen Haus und Garten individuell oder auch gemeinsam steuern. </body> <header>Einfache Einrichtung</header><body>1. Heos anschliessen, 2. Laden Sie sich die kostenlose Heos App vom Amazon Store, Google Play Store oder Apple App Store auf Ihr Smartphone/Tablet, 3. Starten Sie die Heos App und Verbinden Sie sich mit Ihrem Heim-Netzwerk (Die Heos App leitet Sie schnell und einfach durch diesen Schritt), 4. Wählen Sie Ihre Musik, ..und schon geht es los! </body> <header>Erweiterbarkeit</header><body>Die HEOS Familie bietet Ihnen neben den HEOS Lautsprechern auch eine HEOS TV-Sound Lösung ( HEOS Home Cinema), sowie einen HEOS Verstärker (HEOS AMP), an den Sie Lautsprecher Ihrer Wahl betreiben können (In-Wall, Standlautsprechern Rgallaltsprecher, Außenlautsprecher...). Sollten Sie bereits eine Hifi-Anlage besitzen, können Sie diese über den separat erhältlichen Vorverstärker (HEOS Link) in das HEOS System einbinden. Besonders gut geht dies bei aktuellen Denon Stereo- und AV-Produkten, die Sie auch über die HEOS App einschalten, deren Quelle wählen und die Lautstärke regeln können. In der Verbindung zu einem ausgereiften Denon Heimkino ist somit HEOS die beste Wahl. Das HEOS System verfügt über Spotify Connect. So können Sie den vollen Umfang von Spotify nutzen und direkt aus der Spotify App auf Ihre HEOS Geräte zugreifen. Natürlich können Sie dann auf zuvor in der HEOS App gruppierten Räume im Partymodus abspielen oder während Sie Musik von Spotify spielen, weitere Gruppierungen in der HEOS App vornehmen. </body> <header>Stereo-Paring</header><body>Dank audiophiler Synchronisation erzeugt die Kombination aus zwei HEOS Lautsprechern gleichen Typs ein perfektes Stereobild ohne Echoeffekt. Genießen Sie Ihre Musik somit auch in größeren Räumen mit einem perfekten Stereo-Klangbild. </body> [SEP] 	298
1 9 7 1 7 6 8   S C - P M X   7 0   B E G K   S C H W A R Z[SEP]Micro Anlage, 120 Watt, DAB+ Radio [SEP] <body>Micro HiFi System mit beeindruckender Klangqualität</body><body>Hochwertige 3-Wege-Bassrefl ex-Lautsprecher und 120 Watt (RMS) Ausgangsleistung</body><body>Einfache Smartphone-Kopplung per NFC und Musikübertragung via Bluetooth</body><body>Digitale Empfangsqualität und vielseitige Programmauswahl dank Digitalradio (DAB+) und UKW-Radio</body><body>Zusätzliche Medienvielfalt über Stereo-Cinch-Eingang und USB (iPhone Abspielen und Laden)</body> [SEP] 	788
1 8 3 9 3 0 9   S C D   5 2 0 0   S W[SEP]Radio-Kassettenspieler mit CD soundmaster SCD5200SW [SEP] 	307
1 7 1 3 9 6 0   M C R   6 1 0   N 1 B   S C H W A R Z[SEP]<header>Glänzender Auftritt - verführerischer Klang</header>Schon auf den ersten Blick sieht man, dass der Melody Media die Verkörperung eines perfekten All-In-One-Systems ist. Mit seiner schwarzen Klavierlackoptik und den geschwungenen Seitenteilen wirkt er dabei sehr elegant. Auf den zweiten Blick erkennt man die dreiteilige Konstruktion der Vorderseite, die der der Premium-Produkte entspricht – ein zusätzlicher Prestigegewinn. Das Mittelteil ist in Schwarz oder Weiß erhältlich. Das exklusive doppelschichtige Finish erzeugt eine Einheit und Einigkeit, die einen besonders edlen Eindruck für sich einfordert.Doch der Melody Media besticht nicht nur durch sein glänzendes Aussehen, sondern er ist auch ausgesprochen leistungsstark: überragende Wiedergabe von CD-Audio, FM, DAB und Dateien aus dem Netzwerk. Purer Genuss für Ihre Ohren. Reines Empfinden für Ihre Seele. Ergänzt haben wir dies mit einer Vielzahl von Netzwerk- und Streaming-Funktionen für dieses schicke kleine Set. Nicht nur die Verbindung ins WLAN lässt sich mit einem einzigen Tastendruck herstellen, sondern es gibt auch einen neuen digitalen Eingang für den Anschluss Ihres Fernsehgeräts. Über vTuner kann der Melody Media tausende von kostenlosen Internet-Radiosendern aus aller Welt wiedergeben. Oder warum genießen Sie nicht einmal den Online-Musikdienst Spotify? Sie können sogar Ihre eigene Musikbibliothek auf Ihrem PC abspielen. Und um Ihren Genuss noch zu steigern, unterstützt der Melody Media auch AirPlay, und zwar über die Marantz Remote App. An der Rückseite gibt es außerdem einen zweiten USB-Anschluss als komfortable Anschlussmöglichkeit. Der Melody Media unterstützt neben ALAC auch die Wiedergabe von hoch aufgelösten 192 kHz / 24 Bit WAV- und FLAC HD-Dateien sowie die Funktion Gapless Playback, d.h. die Wiedergabe von Alben mit nahtlosen Übergängen. Der USB-Anschluss ist selbstverständlich digital kompatibel mit iPod und trägt das Zertifikat „Works with iPhone”. Was immer Sie hören möchten, mit 2 x 60 Watt wird Ihre Musik laut und präzise erschallen. Und dabei ist die Bedienung des Geräts mit dem großen Display bequem und einfach. Melody Media bietet einfach alles. [SEP] 	291
1 9 9 3 6 7 0   5 0 0 2 0 0 0 6 5   S O L A R[SEP]Transporttasche für das CME Xkey37 - Robustes und wasserfestes Polyester - Mit Tragegurt [SEP] 	329
1 6 4 3 9 3 8   B T   4 1 6 0[SEP]	8022
1 4 6 1 2 4 2   R C - E Z   5 7   W E   W E I S S[SEP]	307
2 0 5 5 2 3 5   T T   3 3   B U R G U N D Y[SEP]	294
1 0 2 9 7 7 8   0 3 3 8 3 3   C D   W A L L E T   N Y L O N   1 2 0 , S C H W .[SEP]Highlights- Tasche zur Archivierung von CDs/DVDs/Blu-rays- Hochwertig verarbeitete, antistatische Sleeves- Inkl. Tragegurt- Mit Schaumstoffpolsterung für maximalen Schutz beim Transport [SEP] <header>Highlights</header><body>- Tasche zur Archivierung von CDs/DVDs/Blu-rays</body><body>- Hochwertig verarbeitete, antistatische Sleeves</body><body>- Inkl. Tragegurt</body><body>- Mit Schaumstoffpolsterung für maximalen Schutz beim Transport</body> [SEP] 	295
